Name Position Velocity in114
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	43.0,	12.0,	3.0
2,	V2,	46.0,	0.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	6.0,	7.0,	3.0
6,	V6,	18.0,	10.0,	2.0
7,	V7,	30.0,	10.5,	2.5
8,	V8,	30.0,	12.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	1.2246467991473532E-16,	22.0,	2.0
11,	V11,	22.5,	28.0,	2.5
12,	V12,	36.0,	22.0,	2.0
13,	V13,	40.0,	23.0,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	10.0,	37.0,	3.0
16,	V16,	15.0,	32.5,	2.5
17,	V17,	46.0,	32.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	10.0,	43.0,	2.5
21,	V21,	30.0,	45.0,	3.0
22,	V22,	30.0,	41.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	40.0,	3.0
