Name Position Velocity in56
id,	name,	x,	y,	velo,
0,	V0,	25.0,	5.5,	2.5
1,	V1,	20.0,	1.0,	3.0
2,	V2,	30.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	42.0,	2.0,	2.0
5,	V5,	20.0,	15.0,	3.0
6,	V6,	36.0,	10.0,	2.0
7,	V7,	22.5,	7.5,	2.5
8,	V8,	30.0,	12.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	1.2246467991473532E-16,	22.0,	2.0
11,	V11,	12.5,	22.5,	2.5
12,	V12,	30.0,	20.0,	2.0
13,	V13,	35.0,	20.0,	2.5
14,	V14,	48.0,	20.0,	2.0
15,	V15,	33.0,	30.0,	3.0
16,	V16,	10.0,	32.5,	2.5
17,	V17,	30.0,	34.0,	2.0
18,	V18,	45.0,	30.0,	3.0
19,	V19,	49.0,	33.0,	3.0
20,	V20,	22.5,	41.0,	2.5
21,	V21,	20.0,	41.0,	3.0
22,	V22,	29.0,	37.0,	3.0
23,	V23,	45.0,	48.0,	2.5
24,	V24,	49.0,	37.0,	3.0
