Name Position Velocity in36
id,	name,	x,	y,	velo,
0,	V0,	30.0,	6.0,	2.5
1,	V1,	16.0,	0.0,	3.0
2,	V2,	24.0,	2.0,	2.0
3,	V3,	34.0,	2.0,	2.0
4,	V4,	46.0,	2.0,	2.0
5,	V5,	30.0,	16.0,	3.0
6,	V6,	36.0,	16.0,	2.0
7,	V7,	40.0,	18.0,	2.5
8,	V8,	34.0,	12.0,	2.0
9,	V9,	46.0,	12.0,	2.0
10,	V10,	16.0,	22.0,	2.0
11,	V11,	12.5,	17.5,	2.5
12,	V12,	26.0,	22.0,	2.0
13,	V13,	30.0,	22.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	33.0,	30.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	26.0,	28.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	46.0,	33.0,	3.0
20,	V20,	27.5,	46.0,	2.5
21,	V21,	13.0,	43.0,	3.0
22,	V22,	44.0,	37.0,	3.0
23,	V23,	45.0,	48.0,	2.5
24,	V24,	46.0,	37.0,	3.0
