Name Position Velocity in89
id,	name,	x,	y,	velo,
0,	V0,	47.5,	13.5,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	30.0,	2.0,	2.0
3,	V3,	44.0,	6.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	46.0,	20.0,	3.0
6,	V6,	14.0,	12.0,	2.0
7,	V7,	35.0,	10.5,	2.5
8,	V8,	48.0,	10.0,	2.0
9,	V9,	48.0,	12.0,	2.0
10,	V10,	10.0,	22.0,	2.0
11,	V11,	47.5,	23.0,	2.5
12,	V12,	24.0,	18.0,	2.0
13,	V13,	47.5,	22.5,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	9.0,	27.0,	3.0
16,	V16,	40.0,	41.5,	2.5
17,	V17,	30.0,	34.0,	2.0
18,	V18,	45.0,	30.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	2.5,	37.5,	2.5
21,	V21,	19.0,	43.0,	3.0
22,	V22,	39.0,	41.0,	3.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	49.0,	37.0,	3.0
