Name Position Velocity in33
id,	name,	x,	y,	velo,
0,	V0,	25.0,	0.5,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	25.0,	11.0,	3.0
6,	V6,	30.0,	16.0,	2.0
7,	V7,	35.0,	12.5,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	12.0,	2.0
10,	V10,	10.0,	22.0,	2.0
11,	V11,	47.5,	21.0,	2.5
12,	V12,	20.0,	22.0,	2.0
13,	V13,	45.0,	22.5,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	29.0,	26.0,	3.0
16,	V16,	42.5,	28.5,	2.5
17,	V17,	20.0,	28.0,	2.0
18,	V18,	45.0,	33.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	20.0,	46.0,	2.5
21,	V21,	49.0,	46.0,	3.0
22,	V22,	35.0,	37.0,	3.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	40.0,	40.0,	3.0
