Name Position Velocity in134
id,	name,	x,	y,	velo,
0,	V0,	42.5,	6.5,	2.5
1,	V1,	49.0,	6.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	48.0,	0.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	9.0,	7.0,	3.0
6,	V6,	12.0,	12.0,	2.0
7,	V7,	40.0,	13.0,	2.5
8,	V8,	46.0,	10.0,	2.0
9,	V9,	48.0,	10.0,	2.0
10,	V10,	38.0,	26.0,	2.0
11,	V11,	27.5,	23.0,	2.5
12,	V12,	40.0,	24.0,	2.0
13,	V13,	40.0,	20.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	9.0,	30.0,	3.0
16,	V16,	20.0,	33.0,	2.5
17,	V17,	22.0,	30.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	0.0,	40.0,	2.5
21,	V21,	38.0,	38.0,	3.0
22,	V22,	48.0,	41.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	43.0,	37.0,	3.0
