Name Position Velocity in108
id,	name,	x,	y,	velo,
0,	V0,	37.5,	8.5,	2.5
1,	V1,	30.0,	8.0,	3.0
2,	V2,	34.0,	0.0,	2.0
3,	V3,	40.0,	0.0,	2.0
4,	V4,	42.0,	2.0,	2.0
5,	V5,	43.0,	14.0,	3.0
6,	V6,	46.0,	24.0,	2.0
7,	V7,	47.5,	11.0,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	40.0,	28.0,	2.0
11,	V11,	10.0,	22.5,	2.5
12,	V12,	26.0,	22.0,	2.0
13,	V13,	45.0,	23.0,	2.5
14,	V14,	46.0,	18.0,	2.0
15,	V15,	0.0,	30.0,	3.0
16,	V16,	42.5,	30.5,	2.5
17,	V17,	34.0,	32.0,	2.0
18,	V18,	43.0,	37.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	45.0,	48.5,	2.5
21,	V21,	20.0,	38.0,	3.0
22,	V22,	46.0,	33.0,	3.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	49.0,	40.0,	3.0
