Name Position Velocity in84
id,	name,	x,	y,	velo,
0,	V0,	35.0,	13.5,	2.5
1,	V1,	40.0,	6.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	36.0,	2.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	36.0,	22.0,	3.0
6,	V6,	46.0,	12.0,	2.0
7,	V7,	25.0,	10.0,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	0.0,	20.0,	2.0
11,	V11,	35.0,	23.0,	2.5
12,	V12,	46.0,	26.0,	2.0
13,	V13,	35.0,	22.5,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	48.0,	30.0,	3.0
16,	V16,	30.0,	36.0,	2.5
17,	V17,	22.0,	30.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	32.5,	48.5,	2.5
21,	V21,	48.0,	42.0,	3.0
22,	V22,	29.0,	43.0,	3.0
23,	V23,	47.5,	40.5,	2.5
24,	V24,	49.0,	43.0,	3.0
