Name Position Velocity in57
id,	name,	x,	y,	velo,
0,	V0,	27.5,	5.5,	2.5
1,	V1,	20.0,	4.0,	3.0
2,	V2,	32.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	44.0,	2.0,	2.0
5,	V5,	23.0,	15.0,	3.0
6,	V6,	38.0,	10.0,	2.0
7,	V7,	25.0,	7.5,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	42.0,	8.0,	2.0
10,	V10,	2.0,	22.0,	2.0
11,	V11,	15.0,	22.5,	2.5
12,	V12,	30.0,	22.0,	2.0
13,	V13,	37.5,	20.0,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	36.0,	30.0,	3.0
16,	V16,	12.5,	32.5,	2.5
17,	V17,	32.0,	34.0,	2.0
18,	V18,	48.0,	30.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	25.0,	41.0,	2.5
21,	V21,	23.0,	41.0,	3.0
22,	V22,	30.0,	38.0,	3.0
23,	V23,	47.5,	48.0,	2.5
24,	V24,	40.0,	40.0,	3.0
