Name Position Velocity in139
id,	name,	x,	y,	velo,
0,	V0,	5.0,	0.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	28.0,	0.0,	2.0
3,	V3,	38.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	20.0,	6.0,	3.0
6,	V6,	22.0,	12.0,	2.0
7,	V7,	20.0,	7.5,	2.5
8,	V8,	34.0,	12.0,	2.0
9,	V9,	48.0,	10.0,	2.0
10,	V10,	48.0,	26.0,	2.0
11,	V11,	40.0,	26.0,	2.5
12,	V12,	20.0,	20.0,	2.0
13,	V13,	32.5,	20.0,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	19.0,	28.0,	3.0
16,	V16,	30.0,	38.5,	2.5
17,	V17,	32.0,	30.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	10.0,	40.5,	2.5
21,	V21,	13.0,	40.0,	3.0
22,	V22,	29.0,	37.0,	3.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	43.0,	37.0,	3.0
