Name Position Velocity in122
id,	name,	x,	y,	velo,
0,	V0,	17.5,	0.5,	2.5
1,	V1,	20.0,	4.0,	3.0
2,	V2,	30.0,	4.0,	2.0
3,	V3,	46.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	26.0,	6.0,	3.0
6,	V6,	32.0,	10.0,	2.0
7,	V7,	45.0,	8.5,	2.5
8,	V8,	44.0,	12.0,	2.0
9,	V9,	46.0,	8.0,	2.0
10,	V10,	16.0,	22.0,	2.0
11,	V11,	42.5,	28.0,	2.5
12,	V12,	20.0,	20.0,	2.0
13,	V13,	35.0,	17.5,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	30.0,	42.0,	3.0
16,	V16,	32.5,	38.0,	2.5
17,	V17,	30.0,	34.0,	2.0
18,	V18,	30.0,	27.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	25.0,	46.0,	2.5
21,	V21,	49.0,	43.0,	3.0
22,	V22,	20.0,	40.0,	3.0
23,	V23,	45.0,	43.0,	2.5
24,	V24,	40.0,	40.0,	3.0
