Name Position Velocity in26
id,	name,	x,	y,	velo,
0,	V0,	10.0,	0.0,	2.5
1,	V1,	31.0,	0.0,	3.0
2,	V2,	36.0,	2.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	9.0,	13.0,	3.0
6,	V6,	18.0,	12.0,	2.0
7,	V7,	20.0,	10.0,	2.5
8,	V8,	38.0,	12.0,	2.0
9,	V9,	48.0,	8.0,	2.0
10,	V10,	0.0,	20.0,	2.0
11,	V11,	30.0,	21.0,	2.5
12,	V12,	38.0,	24.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	13.0,	28.0,	3.0
16,	V16,	27.5,	28.0,	2.5
17,	V17,	40.0,	32.0,	2.0
18,	V18,	49.0,	31.0,	3.0
19,	V19,	46.0,	30.0,	3.0
20,	V20,	7.5,	40.0,	2.5
21,	V21,	33.0,	42.0,	3.0
22,	V22,	49.0,	45.0,	3.0
23,	V23,	45.0,	48.0,	2.5
24,	V24,	46.0,	40.0,	3.0
