Name Position Velocity in85
id,	name,	x,	y,	velo,
0,	V0,	37.5,	13.5,	2.5
1,	V1,	40.0,	9.0,	3.0
2,	V2,	22.0,	0.0,	2.0
3,	V3,	38.0,	2.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	39.0,	22.0,	3.0
6,	V6,	48.0,	12.0,	2.0
7,	V7,	27.5,	10.0,	2.5
8,	V8,	40.0,	10.0,	2.0
9,	V9,	40.0,	12.0,	2.0
10,	V10,	2.0,	20.0,	2.0
11,	V11,	37.5,	23.0,	2.5
12,	V12,	48.0,	26.0,	2.0
13,	V13,	37.5,	22.5,	2.5
14,	V14,	48.0,	22.0,	2.0
15,	V15,	0.0,	30.0,	3.0
16,	V16,	30.0,	38.5,	2.5
17,	V17,	24.0,	30.0,	2.0
18,	V18,	33.0,	30.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	35.0,	48.5,	2.5
21,	V21,	10.0,	40.0,	3.0
22,	V22,	30.0,	44.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	40.0,	3.0
