Name Position Velocity in63
id,	name,	x,	y,	velo,
0,	V0,	40.0,	11.0,	2.5
1,	V1,	33.0,	8.0,	3.0
2,	V2,	42.0,	6.0,	2.0
3,	V3,	40.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	40.0,	17.0,	3.0
6,	V6,	48.0,	10.0,	2.0
7,	V7,	37.5,	13.0,	2.5
8,	V8,	42.0,	16.0,	2.0
9,	V9,	44.0,	10.0,	2.0
10,	V10,	14.0,	22.0,	2.0
11,	V11,	30.0,	25.5,	2.5
12,	V12,	40.0,	22.0,	2.0
13,	V13,	30.0,	17.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	49.0,	34.0,	3.0
16,	V16,	25.0,	38.0,	2.5
17,	V17,	44.0,	34.0,	2.0
18,	V18,	42.0,	27.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	37.5,	46.5,	2.5
21,	V21,	40.0,	43.0,	3.0
22,	V22,	40.0,	39.0,	3.0
23,	V23,	40.0,	42.5,	2.5
24,	V24,	43.0,	37.0,	3.0
