Name Position Velocity in44
id,	name,	x,	y,	velo,
0,	V0,	47.5,	6.5,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	38.0,	2.0,	2.0
3,	V3,	48.0,	6.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	49.0,	14.0,	3.0
6,	V6,	12.0,	10.0,	2.0
7,	V7,	30.0,	13.0,	2.5
8,	V8,	48.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	30.0,	28.0,	2.0
11,	V11,	30.0,	26.0,	2.5
12,	V12,	40.0,	24.0,	2.0
13,	V13,	47.5,	23.0,	2.5
14,	V14,	46.0,	18.0,	2.0
15,	V15,	0.0,	30.0,	3.0
16,	V16,	27.5,	32.5,	2.5
17,	V17,	40.0,	34.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	47.5,	46.0,	2.5
21,	V21,	37.0,	43.0,	3.0
22,	V22,	33.0,	38.0,	3.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	40.0,	37.0,	3.0
