Name Position Velocity in96
id,	name,	x,	y,	velo,
0,	V0,	12.5,	2.5,	2.5
1,	V1,	28.0,	0.0,	3.0
2,	V2,	42.0,	0.0,	2.0
3,	V3,	38.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	15.0,	10.0,	3.0
6,	V6,	26.0,	16.0,	2.0
7,	V7,	22.5,	10.0,	2.5
8,	V8,	40.0,	8.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	20.0,	24.0,	2.0
11,	V11,	22.5,	25.5,	2.5
12,	V12,	36.0,	22.0,	2.0
13,	V13,	40.0,	23.0,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	20.0,	29.0,	3.0
16,	V16,	15.0,	30.0,	2.5
17,	V17,	42.0,	38.0,	2.0
18,	V18,	40.0,	34.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	17.5,	43.0,	2.5
21,	V21,	30.0,	39.0,	3.0
22,	V22,	20.0,	37.0,	3.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	40.0,	43.0,	3.0
