Name Position Velocity in60
id,	name,	x,	y,	velo,
0,	V0,	35.0,	5.5,	2.5
1,	V1,	29.0,	4.0,	3.0
2,	V2,	38.0,	2.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	32.0,	15.0,	3.0
6,	V6,	42.0,	10.0,	2.0
7,	V7,	30.0,	13.0,	2.5
8,	V8,	38.0,	12.0,	2.0
9,	V9,	48.0,	8.0,	2.0
10,	V10,	8.0,	22.0,	2.0
11,	V11,	22.5,	22.5,	2.5
12,	V12,	36.0,	22.0,	2.0
13,	V13,	45.0,	20.0,	2.5
14,	V14,	44.0,	18.0,	2.0
15,	V15,	40.0,	34.0,	3.0
16,	V16,	20.0,	35.5,	2.5
17,	V17,	38.0,	34.0,	2.0
18,	V18,	33.0,	27.0,	3.0
19,	V19,	46.0,	33.0,	3.0
20,	V20,	30.0,	46.5,	2.5
21,	V21,	32.0,	41.0,	3.0
22,	V22,	36.0,	35.0,	3.0
23,	V23,	32.5,	42.5,	2.5
24,	V24,	49.0,	40.0,	3.0
