Name Position Velocity in49
id,	name,	x,	y,	velo,
0,	V0,	10.0,	3.0,	2.5
1,	V1,	25.0,	0.0,	3.0
2,	V2,	48.0,	2.0,	2.0
3,	V3,	38.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	9.0,	13.0,	3.0
6,	V6,	22.0,	10.0,	2.0
7,	V7,	40.0,	18.5,	2.5
8,	V8,	38.0,	10.0,	2.0
9,	V9,	48.0,	8.0,	2.0
10,	V10,	38.0,	30.0,	2.0
11,	V11,	40.0,	31.5,	2.5
12,	V12,	48.0,	22.0,	2.0
13,	V13,	40.0,	23.0,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	15.0,	30.0,	3.0
16,	V16,	37.5,	38.0,	2.5
17,	V17,	48.0,	36.0,	2.0
18,	V18,	45.0,	33.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	10.0,	43.0,	2.5
21,	V21,	49.0,	49.0,	3.0
22,	V22,	43.0,	36.0,	3.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	43.0,	40.0,	3.0
