Name Position Velocity in137
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	13.0,	0.0,	3.0
2,	V2,	24.0,	0.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	18.0,	7.0,	3.0
6,	V6,	18.0,	12.0,	2.0
7,	V7,	47.5,	13.0,	2.5
8,	V8,	30.0,	12.0,	2.0
9,	V9,	44.0,	10.0,	2.0
10,	V10,	44.0,	26.0,	2.0
11,	V11,	35.0,	23.0,	2.5
12,	V12,	46.0,	24.0,	2.0
13,	V13,	47.5,	20.5,	2.5
14,	V14,	48.0,	22.0,	2.0
15,	V15,	13.0,	28.0,	3.0
16,	V16,	25.0,	35.5,	2.5
17,	V17,	28.0,	30.0,	2.0
18,	V18,	45.0,	33.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	7.5,	40.0,	2.5
21,	V21,	47.0,	38.0,	3.0
22,	V22,	23.0,	37.0,	3.0
23,	V23,	35.0,	37.5,	2.5
24,	V24,	40.0,	40.0,	3.0
