Name Position Velocity in117
id,	name,	x,	y,	velo,
0,	V0,	7.5,	0.0,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	20.0,	2.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	15.0,	7.0,	3.0
6,	V6,	22.0,	10.0,	2.0
7,	V7,	35.0,	8.0,	2.5
8,	V8,	36.0,	12.0,	2.0
9,	V9,	48.0,	10.0,	2.0
10,	V10,	6.0,	22.0,	2.0
11,	V11,	30.0,	28.0,	2.5
12,	V12,	40.0,	22.0,	2.0
13,	V13,	45.0,	20.5,	2.5
14,	V14,	42.0,	20.0,	2.0
15,	V15,	19.0,	37.0,	3.0
16,	V16,	22.5,	32.5,	2.5
17,	V17,	20.0,	32.0,	2.0
18,	V18,	40.0,	37.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	15.0,	40.5,	2.5
21,	V21,	39.0,	45.0,	3.0
22,	V22,	36.0,	44.0,	3.0
23,	V23,	35.0,	37.5,	2.5
24,	V24,	49.0,	40.0,	3.0
