Name Position Velocity in76
id,	name,	x,	y,	velo,
0,	V0,	17.5,	8.0,	2.5
1,	V1,	20.0,	1.0,	3.0
2,	V2,	34.0,	2.0,	2.0
3,	V3,	42.0,	4.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	20.0,	15.0,	3.0
6,	V6,	30.0,	12.0,	2.0
7,	V7,	37.5,	12.5,	2.5
8,	V8,	44.0,	12.0,	2.0
9,	V9,	46.0,	12.0,	2.0
10,	V10,	36.0,	26.0,	2.0
11,	V11,	17.5,	22.5,	2.5
12,	V12,	32.0,	22.0,	2.0
13,	V13,	37.5,	22.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	29.0,	26.0,	3.0
16,	V16,	12.5,	32.5,	2.5
17,	V17,	38.0,	34.0,	2.0
18,	V18,	33.0,	27.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	15.0,	43.0,	2.5
21,	V21,	29.0,	38.0,	3.0
22,	V22,	40.0,	48.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	43.0,	3.0
