Name Position Velocity in72
id,	name,	x,	y,	velo,
0,	V0,	10.0,	5.5,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	28.0,	2.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	9.0,	13.0,	3.0
6,	V6,	22.0,	12.0,	2.0
7,	V7,	27.5,	12.5,	2.5
8,	V8,	38.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	30.0,	24.0,	2.0
11,	V11,	10.0,	20.0,	2.5
12,	V12,	26.0,	22.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	46.0,	20.0,	2.0
15,	V15,	20.0,	29.0,	3.0
16,	V16,	45.0,	38.5,	2.5
17,	V17,	30.0,	34.0,	2.0
18,	V18,	45.0,	33.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	7.5,	42.5,	2.5
21,	V21,	20.0,	41.0,	3.0
22,	V22,	32.0,	43.0,	3.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	43.0,	40.0,	3.0
