Name Position Velocity in35
id,	name,	x,	y,	velo,
0,	V0,	30.0,	3.5,	2.5
1,	V1,	13.0,	0.0,	3.0
2,	V2,	22.0,	2.0,	2.0
3,	V3,	32.0,	2.0,	2.0
4,	V4,	44.0,	2.0,	2.0
5,	V5,	30.0,	13.0,	3.0
6,	V6,	34.0,	16.0,	2.0
7,	V7,	40.0,	15.5,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	44.0,	12.0,	2.0
10,	V10,	14.0,	22.0,	2.0
11,	V11,	10.0,	17.5,	2.5
12,	V12,	24.0,	22.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	30.0,	30.0,	3.0
16,	V16,	47.5,	28.5,	2.5
17,	V17,	24.0,	28.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	43.0,	33.0,	3.0
20,	V20,	25.0,	46.0,	2.5
21,	V21,	10.0,	43.0,	3.0
22,	V22,	41.0,	37.0,	3.0
23,	V23,	42.5,	48.0,	2.5
24,	V24,	43.0,	37.0,	3.0
