Name Position Velocity in101
id,	name,	x,	y,	velo,
0,	V0,	22.5,	8.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	46.0,	4.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	30.0,	13.0,	3.0
6,	V6,	34.0,	20.0,	2.0
7,	V7,	32.5,	10.5,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	48.0,	12.0,	2.0
10,	V10,	30.0,	26.0,	2.0
11,	V11,	35.0,	25.5,	2.5
12,	V12,	44.0,	26.0,	2.0
13,	V13,	30.0,	17.5,	2.5
14,	V14,	44.0,	18.0,	2.0
15,	V15,	35.0,	29.0,	3.0
16,	V16,	27.5,	30.0,	2.5
17,	V17,	20.0,	32.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	30.0,	43.0,	2.5
21,	V21,	45.0,	39.0,	3.0
22,	V22,	30.0,	35.0,	3.0
23,	V23,	42.5,	42.5,	2.5
24,	V24,	40.0,	43.0,	3.0
