Name Position Velocity in45
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	13.0,	0.0,	3.0
2,	V2,	40.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	0.0,	10.0,	3.0
6,	V6,	14.0,	10.0,	2.0
7,	V7,	30.0,	15.5,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	30.0,	30.0,	2.0
11,	V11,	30.0,	28.5,	2.5
12,	V12,	40.0,	22.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	3.0,	30.0,	3.0
16,	V16,	30.0,	35.5,	2.5
17,	V17,	40.0,	36.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	0.0,	40.0,	2.5
21,	V21,	40.0,	46.0,	3.0
22,	V22,	36.0,	38.0,	3.0
23,	V23,	42.5,	43.0,	2.5
24,	V24,	43.0,	37.0,	3.0
