Name Position Velocity in78
id,	name,	x,	y,	velo,
0,	V0,	22.5,	8.0,	2.5
1,	V1,	23.0,	4.0,	3.0
2,	V2,	38.0,	2.0,	2.0
3,	V3,	46.0,	4.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	23.0,	18.0,	3.0
6,	V6,	34.0,	12.0,	2.0
7,	V7,	40.0,	18.0,	2.5
8,	V8,	48.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	40.0,	28.0,	2.0
11,	V11,	20.0,	23.0,	2.5
12,	V12,	36.0,	22.0,	2.0
13,	V13,	42.5,	22.5,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	30.0,	30.0,	3.0
16,	V16,	17.5,	32.5,	2.5
17,	V17,	40.0,	38.0,	2.0
18,	V18,	39.0,	27.0,	3.0
19,	V19,	46.0,	30.0,	3.0
20,	V20,	20.0,	46.0,	2.5
21,	V21,	30.0,	42.0,	3.0
22,	V22,	46.0,	48.0,	3.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	46.0,	43.0,	3.0
