Name Position Velocity in90
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	30.0,	0.0,	2.0
3,	V3,	46.0,	6.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	49.0,	20.0,	3.0
6,	V6,	16.0,	12.0,	2.0
7,	V7,	37.5,	10.5,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	10.0,	20.0,	2.0
11,	V11,	10.0,	20.0,	2.5
12,	V12,	26.0,	18.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	10.0,	28.0,	3.0
16,	V16,	40.0,	44.0,	2.5
17,	V17,	32.0,	34.0,	2.0
18,	V18,	48.0,	30.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	5.0,	37.5,	2.5
21,	V21,	20.0,	44.0,	3.0
22,	V22,	40.0,	42.0,	3.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	40.0,	40.0,	3.0
