Name Position Velocity in92
id,	name,	x,	y,	velo,
0,	V0,	2.5,	2.5,	2.5
1,	V1,	16.0,	0.0,	3.0
2,	V2,	34.0,	0.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	3.0,	10.0,	3.0
6,	V6,	20.0,	14.0,	2.0
7,	V7,	42.5,	10.5,	2.5
8,	V8,	32.0,	8.0,	2.0
9,	V9,	42.0,	12.0,	2.0
10,	V10,	14.0,	20.0,	2.0
11,	V11,	15.0,	20.0,	2.5
12,	V12,	30.0,	20.0,	2.0
13,	V13,	32.5,	22.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	13.0,	31.0,	3.0
16,	V16,	45.0,	44.0,	2.5
17,	V17,	36.0,	34.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	10.0,	40.5,	2.5
21,	V21,	23.0,	41.0,	3.0
22,	V22,	43.0,	39.0,	3.0
23,	V23,	42.5,	43.0,	2.5
24,	V24,	43.0,	37.0,	3.0
