Name Position Velocity in1
id,	name,	x,	y,	velo,
0,	V0,	2.5,	0.0,	2.5
1,	V1,	13.0,	0.0,	3.0
2,	V2,	22.0,	0.0,	2.0
3,	V3,	32.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	3.0,	10.0,	3.0
6,	V6,	12.0,	10.0,	2.0
7,	V7,	22.5,	10.0,	2.5
8,	V8,	32.0,	10.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	2.0,	20.0,	2.0
11,	V11,	12.5,	20.0,	2.5
12,	V12,	22.0,	20.0,	2.0
13,	V13,	32.5,	20.0,	2.5
14,	V14,	42.0,	20.0,	2.0
15,	V15,	3.0,	30.0,	3.0
16,	V16,	12.5,	30.0,	2.5
17,	V17,	22.0,	30.0,	2.0
18,	V18,	33.0,	30.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	2.5,	40.0,	2.5
21,	V21,	13.0,	40.0,	3.0
22,	V22,	23.0,	40.0,	3.0
23,	V23,	32.5,	40.0,	2.5
24,	V24,	43.0,	40.0,	3.0
