Name Position Velocity in10
id,	name,	x,	y,	velo,
0,	V0,	25.0,	0.0,	2.5
1,	V1,	30.0,	2.0,	3.0
2,	V2,	40.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	20.0,	12.0,	3.0
6,	V6,	30.0,	10.0,	2.0
7,	V7,	45.0,	10.0,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	20.0,	20.0,	2.0
11,	V11,	35.0,	20.0,	2.5
12,	V12,	40.0,	22.0,	2.0
13,	V13,	32.5,	17.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	26.0,	35.0,	3.0
16,	V16,	32.5,	30.5,	2.5
17,	V17,	40.0,	32.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	22.5,	45.5,	2.5
21,	V21,	40.0,	43.0,	3.0
22,	V22,	46.0,	45.0,	3.0
23,	V23,	32.5,	37.5,	2.5
24,	V24,	40.0,	37.0,	3.0
