Name Position Velocity in24
id,	name,	x,	y,	velo,
0,	V0,	5.0,	0.0,	2.5
1,	V1,	25.0,	0.0,	3.0
2,	V2,	32.0,	2.0,	2.0
3,	V3,	32.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	3.0,	13.0,	3.0
6,	V6,	14.0,	12.0,	2.0
7,	V7,	45.0,	18.0,	2.5
8,	V8,	34.0,	12.0,	2.0
9,	V9,	44.0,	8.0,	2.0
10,	V10,	46.0,	20.0,	2.0
11,	V11,	27.5,	20.5,	2.5
12,	V12,	34.0,	24.0,	2.0
13,	V13,	45.0,	22.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	10.0,	31.0,	3.0
16,	V16,	22.5,	28.0,	2.5
17,	V17,	36.0,	30.0,	2.0
18,	V18,	43.0,	31.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	2.5,	40.0,	2.5
21,	V21,	30.0,	45.0,	3.0
22,	V22,	43.0,	45.0,	3.0
23,	V23,	40.0,	48.0,	2.5
24,	V24,	40.0,	40.0,	3.0
