Name Position Velocity in3
id,	name,	x,	y,	velo,
0,	V0,	7.5,	0.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	26.0,	0.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	9.0,	10.0,	3.0
6,	V6,	16.0,	10.0,	2.0
7,	V7,	27.5,	10.0,	2.5
8,	V8,	36.0,	10.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	6.0,	20.0,	2.0
11,	V11,	17.5,	20.0,	2.5
12,	V12,	26.0,	20.0,	2.0
13,	V13,	37.5,	20.0,	2.5
14,	V14,	46.0,	20.0,	2.0
15,	V15,	9.0,	30.0,	3.0
16,	V16,	17.5,	30.0,	2.5
17,	V17,	26.0,	30.0,	2.0
18,	V18,	39.0,	30.0,	3.0
19,	V19,	49.0,	30.0,	3.0
20,	V20,	7.5,	40.0,	2.5
21,	V21,	19.0,	40.0,	3.0
22,	V22,	29.0,	40.0,	3.0
23,	V23,	37.5,	40.0,	2.5
24,	V24,	49.0,	40.0,	3.0
