Name Position Velocity in115
id,	name,	x,	y,	velo,
0,	V0,	2.5,	0.0,	2.5
1,	V1,	46.0,	12.0,	3.0
2,	V2,	48.0,	0.0,	2.0
3,	V3,	32.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	9.0,	7.0,	3.0
6,	V6,	20.0,	12.0,	2.0
7,	V7,	30.0,	8.0,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	44.0,	10.0,	2.0
10,	V10,	2.0,	22.0,	2.0
11,	V11,	25.0,	28.0,	2.5
12,	V12,	38.0,	22.0,	2.0
13,	V13,	40.0,	20.5,	2.5
14,	V14,	48.0,	22.0,	2.0
15,	V15,	13.0,	37.0,	3.0
16,	V16,	17.5,	32.5,	2.5
17,	V17,	48.0,	32.0,	2.0
18,	V18,	39.0,	33.0,	3.0
19,	V19,	46.0,	30.0,	3.0
20,	V20,	10.0,	40.5,	2.5
21,	V21,	33.0,	45.0,	3.0
22,	V22,	30.0,	44.0,	3.0
23,	V23,	30.0,	37.5,	2.5
24,	V24,	43.0,	40.0,	3.0
