Name Position Velocity in37
id,	name,	x,	y,	velo,
0,	V0,	32.5,	6.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	26.0,	2.0,	2.0
3,	V3,	36.0,	2.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	33.0,	16.0,	3.0
6,	V6,	38.0,	16.0,	2.0
7,	V7,	42.5,	18.0,	2.5
8,	V8,	36.0,	12.0,	2.0
9,	V9,	48.0,	12.0,	2.0
10,	V10,	18.0,	22.0,	2.0
11,	V11,	15.0,	17.5,	2.5
12,	V12,	28.0,	22.0,	2.0
13,	V13,	32.5,	22.5,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	36.0,	30.0,	3.0
16,	V16,	10.0,	32.5,	2.5
17,	V17,	28.0,	28.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	49.0,	33.0,	3.0
20,	V20,	30.0,	46.0,	2.5
21,	V21,	16.0,	43.0,	3.0
22,	V22,	47.0,	37.0,	3.0
23,	V23,	47.5,	48.0,	2.5
24,	V24,	49.0,	37.0,	3.0
