Name Position Velocity in125
id,	name,	x,	y,	velo,
0,	V0,	22.5,	1.0,	2.5
1,	V1,	26.0,	1.0,	3.0
2,	V2,	34.0,	6.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	42.0,	2.0,	2.0
5,	V5,	35.0,	6.0,	3.0
6,	V6,	38.0,	10.0,	2.0
7,	V7,	20.0,	7.5,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	20.0,	26.0,	2.0
11,	V11,	10.0,	20.0,	2.5
12,	V12,	26.0,	20.0,	2.0
13,	V13,	40.0,	18.0,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	39.0,	42.0,	3.0
16,	V16,	40.0,	41.0,	2.5
17,	V17,	34.0,	36.0,	2.0
18,	V18,	39.0,	27.0,	3.0
19,	V19,	46.0,	33.0,	3.0
20,	V20,	30.0,	46.5,	2.5
21,	V21,	16.0,	40.0,	3.0
22,	V22,	26.0,	37.0,	3.0
23,	V23,	30.0,	37.5,	2.5
24,	V24,	46.0,	37.0,	3.0
