Name Position Velocity in107
id,	name,	x,	y,	velo,
0,	V0,	35.0,	8.5,	2.5
1,	V1,	30.0,	5.0,	3.0
2,	V2,	32.0,	0.0,	2.0
3,	V3,	38.0,	0.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	40.0,	14.0,	3.0
6,	V6,	44.0,	24.0,	2.0
7,	V7,	45.0,	11.0,	2.5
8,	V8,	40.0,	14.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	40.0,	26.0,	2.0
11,	V11,	10.0,	20.0,	2.5
12,	V12,	24.0,	22.0,	2.0
13,	V13,	42.5,	23.0,	2.5
14,	V14,	44.0,	18.0,	2.0
15,	V15,	49.0,	28.0,	3.0
16,	V16,	40.0,	30.5,	2.5
17,	V17,	32.0,	32.0,	2.0
18,	V18,	40.0,	37.0,	3.0
19,	V19,	49.0,	30.0,	3.0
20,	V20,	42.5,	48.5,	2.5
21,	V21,	19.0,	37.0,	3.0
22,	V22,	43.0,	33.0,	3.0
23,	V23,	35.0,	42.5,	2.5
24,	V24,	46.0,	40.0,	3.0
