Name Position Velocity in116
id,	name,	x,	y,	velo,
0,	V0,	5.0,	0.0,	2.5
1,	V1,	49.0,	12.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	12.0,	7.0,	3.0
6,	V6,	20.0,	10.0,	2.0
7,	V7,	32.5,	8.0,	2.5
8,	V8,	34.0,	12.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	4.0,	22.0,	2.0
11,	V11,	27.5,	28.0,	2.5
12,	V12,	40.0,	24.0,	2.0
13,	V13,	42.5,	20.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	16.0,	37.0,	3.0
16,	V16,	20.0,	32.5,	2.5
17,	V17,	20.0,	30.0,	2.0
18,	V18,	40.0,	34.0,	3.0
19,	V19,	49.0,	30.0,	3.0
20,	V20,	12.5,	40.5,	2.5
21,	V21,	36.0,	45.0,	3.0
22,	V22,	33.0,	44.0,	3.0
23,	V23,	32.5,	37.5,	2.5
24,	V24,	46.0,	40.0,	3.0
