Name Position Velocity in149
id,	name,	x,	y,	velo,
0,	V0,	27.5,	5.5,	2.5
1,	V1,	40.0,	3.0,	3.0
2,	V2,	46.0,	0.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	45.0,	10.0,	3.0
6,	V6,	40.0,	16.0,	2.0
7,	V7,	42.5,	13.0,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	44.0,	12.0,	2.0
10,	V10,	14.0,	22.0,	2.0
11,	V11,	20.0,	22.5,	2.5
12,	V12,	38.0,	20.0,	2.0
13,	V13,	32.5,	22.5,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	40.0,	31.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	20.0,	30.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	46.0,	30.0,	3.0
20,	V20,	32.5,	46.0,	2.5
21,	V21,	33.0,	48.0,	3.0
22,	V22,	20.0,	37.0,	3.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	46.0,	37.0,	3.0
