Name Position Velocity in141
id,	name,	x,	y,	velo,
0,	V0,	10.0,	0.0,	2.5
1,	V1,	20.0,	4.0,	3.0
2,	V2,	30.0,	0.0,	2.0
3,	V3,	40.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	26.0,	6.0,	3.0
6,	V6,	26.0,	12.0,	2.0
7,	V7,	25.0,	7.5,	2.5
8,	V8,	38.0,	12.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	1.2246467991473532E-16,	22.0,	2.0
11,	V11,	42.5,	28.5,	2.5
12,	V12,	24.0,	20.0,	2.0
13,	V13,	37.5,	20.0,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	25.0,	28.0,	3.0
16,	V16,	32.5,	36.0,	2.5
17,	V17,	36.0,	30.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	15.0,	40.5,	2.5
21,	V21,	19.0,	40.0,	3.0
22,	V22,	30.0,	41.0,	3.0
23,	V23,	42.5,	38.0,	2.5
24,	V24,	49.0,	37.0,	3.0
