Name Position Velocity in136
id,	name,	x,	y,	velo,
0,	V0,	47.5,	6.5,	2.5
1,	V1,	10.0,	0.0,	3.0
2,	V2,	22.0,	0.0,	2.0
3,	V3,	32.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	15.0,	7.0,	3.0
6,	V6,	16.0,	12.0,	2.0
7,	V7,	45.0,	13.0,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	42.0,	26.0,	2.0
11,	V11,	32.5,	23.0,	2.5
12,	V12,	44.0,	24.0,	2.0
13,	V13,	45.0,	20.5,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	10.0,	28.0,	3.0
16,	V16,	22.5,	35.5,	2.5
17,	V17,	26.0,	30.0,	2.0
18,	V18,	42.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	5.0,	40.0,	2.5
21,	V21,	44.0,	38.0,	3.0
22,	V22,	20.0,	37.0,	3.0
23,	V23,	32.5,	37.5,	2.5
24,	V24,	49.0,	37.0,	3.0
