Name Position Velocity in83
id,	name,	x,	y,	velo,
0,	V0,	32.5,	13.5,	2.5
1,	V1,	38.0,	4.0,	3.0
2,	V2,	48.0,	2.0,	2.0
3,	V3,	34.0,	2.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	33.0,	22.0,	3.0
6,	V6,	44.0,	12.0,	2.0
7,	V7,	22.5,	10.0,	2.5
8,	V8,	38.0,	10.0,	2.0
9,	V9,	48.0,	8.0,	2.0
10,	V10,	48.0,	26.0,	2.0
11,	V11,	32.5,	23.0,	2.5
12,	V12,	44.0,	26.0,	2.0
13,	V13,	32.5,	22.5,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	45.0,	30.0,	3.0
16,	V16,	27.5,	33.0,	2.5
17,	V17,	20.0,	30.0,	2.0
18,	V18,	49.0,	31.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	30.0,	48.5,	2.5
21,	V21,	45.0,	42.0,	3.0
22,	V22,	26.0,	43.0,	3.0
23,	V23,	45.0,	40.5,	2.5
24,	V24,	46.0,	43.0,	3.0
