Name Position Velocity in123
id,	name,	x,	y,	velo,
0,	V0,	20.0,	3.5,	2.5
1,	V1,	20.0,	1.0,	3.0
2,	V2,	30.0,	6.0,	2.0
3,	V3,	48.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	29.0,	6.0,	3.0
6,	V6,	34.0,	10.0,	2.0
7,	V7,	47.5,	8.5,	2.5
8,	V8,	46.0,	12.0,	2.0
9,	V9,	48.0,	8.0,	2.0
10,	V10,	18.0,	22.0,	2.0
11,	V11,	45.0,	28.0,	2.5
12,	V12,	22.0,	20.0,	2.0
13,	V13,	37.5,	17.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	33.0,	42.0,	3.0
16,	V16,	35.0,	38.0,	2.5
17,	V17,	30.0,	36.0,	2.0
18,	V18,	33.0,	27.0,	3.0
19,	V19,	40.0,	33.0,	3.0
20,	V20,	27.5,	46.0,	2.5
21,	V21,	10.0,	40.0,	3.0
22,	V22,	20.0,	37.0,	3.0
23,	V23,	47.5,	43.0,	2.5
24,	V24,	40.0,	37.0,	3.0
