Name Position Velocity in22
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	30.0,	4.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	0.0,	10.0,	3.0
6,	V6,	10.0,	12.0,	2.0
7,	V7,	40.0,	18.0,	2.5
8,	V8,	30.0,	12.0,	2.0
9,	V9,	40.0,	8.0,	2.0
10,	V10,	42.0,	20.0,	2.0
11,	V11,	22.5,	20.5,	2.5
12,	V12,	30.0,	24.0,	2.0
13,	V13,	40.0,	22.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	6.0,	30.0,	3.0
16,	V16,	20.0,	30.5,	2.5
17,	V17,	32.0,	30.0,	2.0
18,	V18,	40.0,	34.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	47.5,	46.5,	2.5
21,	V21,	26.0,	44.0,	3.0
22,	V22,	40.0,	42.0,	3.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	46.0,	37.0,	3.0
