Name Position Velocity in105
id,	name,	x,	y,	velo,
0,	V0,	30.0,	8.5,	2.5
1,	V1,	26.0,	4.0,	3.0
2,	V2,	28.0,	0.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	39.0,	10.0,	3.0
6,	V6,	40.0,	24.0,	2.0
7,	V7,	40.0,	11.0,	2.5
8,	V8,	36.0,	12.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	36.0,	24.0,	2.0
11,	V11,	45.0,	25.5,	2.5
12,	V12,	20.0,	22.0,	2.0
13,	V13,	40.0,	20.5,	2.5
14,	V14,	40.0,	18.0,	2.0
15,	V15,	43.0,	28.0,	3.0
16,	V16,	37.5,	30.0,	2.5
17,	V17,	28.0,	32.0,	2.0
18,	V18,	39.0,	33.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	40.0,	46.0,	2.5
21,	V21,	13.0,	37.0,	3.0
22,	V22,	40.0,	36.0,	3.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	40.0,	40.0,	3.0
