Name Position Velocity in18
id,	name,	x,	y,	velo,
0,	V0,	40.0,	6.0,	2.5
1,	V1,	49.0,	0.0,	3.0
2,	V2,	22.0,	2.0,	2.0
3,	V3,	42.0,	4.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	39.0,	10.0,	3.0
6,	V6,	44.0,	10.0,	2.0
7,	V7,	30.0,	18.0,	2.5
8,	V8,	44.0,	12.0,	2.0
9,	V9,	44.0,	12.0,	2.0
10,	V10,	34.0,	20.0,	2.0
11,	V11,	15.0,	20.0,	2.5
12,	V12,	24.0,	20.0,	2.0
13,	V13,	30.0,	22.5,	2.5
14,	V14,	42.0,	18.0,	2.0
15,	V15,	46.0,	40.0,	3.0
16,	V16,	10.0,	27.5,	2.5
17,	V17,	24.0,	30.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	40.0,	49.0,	2.5
21,	V21,	19.0,	40.0,	3.0
22,	V22,	30.0,	41.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	49.0,	43.0,	3.0
