Name Position Velocity in30
id,	name,	x,	y,	velo,
0,	V0,	20.0,	3.0,	2.5
1,	V1,	43.0,	0.0,	3.0
2,	V2,	44.0,	2.0,	2.0
3,	V3,	44.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	16.0,	11.0,	3.0
6,	V6,	26.0,	12.0,	2.0
7,	V7,	27.5,	12.5,	2.5
8,	V8,	44.0,	12.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	6.0,	22.0,	2.0
11,	V11,	40.0,	21.0,	2.5
12,	V12,	46.0,	24.0,	2.0
13,	V13,	37.5,	22.5,	2.5
14,	V14,	42.0,	18.0,	2.0
15,	V15,	20.0,	26.0,	3.0
16,	V16,	37.5,	28.0,	2.5
17,	V17,	46.0,	30.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	43.0,	33.0,	3.0
20,	V20,	15.0,	40.5,	2.5
21,	V21,	40.0,	46.0,	3.0
22,	V22,	26.0,	37.0,	3.0
23,	V23,	32.5,	42.5,	2.5
24,	V24,	43.0,	43.0,	3.0
