Name Position Velocity in104
id,	name,	x,	y,	velo,
0,	V0,	30.0,	11.0,	2.5
1,	V1,	23.0,	4.0,	3.0
2,	V2,	26.0,	0.0,	2.0
3,	V3,	32.0,	0.0,	2.0
4,	V4,	46.0,	2.0,	2.0
5,	V5,	36.0,	10.0,	3.0
6,	V6,	40.0,	22.0,	2.0
7,	V7,	40.0,	13.5,	2.5
8,	V8,	34.0,	12.0,	2.0
9,	V9,	44.0,	10.0,	2.0
10,	V10,	34.0,	24.0,	2.0
11,	V11,	42.5,	25.5,	2.5
12,	V12,	20.0,	20.0,	2.0
13,	V13,	37.5,	17.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	40.0,	28.0,	3.0
16,	V16,	35.0,	30.0,	2.5
17,	V17,	26.0,	32.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	37.5,	43.0,	2.5
21,	V21,	10.0,	37.0,	3.0
22,	V22,	39.0,	35.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	49.0,	43.0,	3.0
