Name Position Velocity in111
id,	name,	x,	y,	velo,
0,	V0,	45.0,	8.5,	2.5
1,	V1,	39.0,	8.0,	3.0
2,	V2,	40.0,	0.0,	2.0
3,	V3,	46.0,	0.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	0.0,	10.0,	3.0
6,	V6,	12.0,	10.0,	2.0
7,	V7,	22.5,	7.5,	2.5
8,	V8,	46.0,	12.0,	2.0
9,	V9,	46.0,	8.0,	2.0
10,	V10,	46.0,	28.0,	2.0
11,	V11,	17.5,	22.5,	2.5
12,	V12,	30.0,	22.0,	2.0
13,	V13,	32.5,	20.0,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	6.0,	33.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	40.0,	32.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	2.5,	40.0,	2.5
21,	V21,	26.0,	41.0,	3.0
22,	V22,	23.0,	40.0,	3.0
23,	V23,	42.5,	43.0,	2.5
24,	V24,	43.0,	37.0,	3.0
