Name Position Velocity in133
id,	name,	x,	y,	velo,
0,	V0,	40.0,	6.5,	2.5
1,	V1,	46.0,	6.0,	3.0
2,	V2,	48.0,	6.0,	2.0
3,	V3,	46.0,	0.0,	2.0
4,	V4,	46.0,	2.0,	2.0
5,	V5,	6.0,	7.0,	3.0
6,	V6,	10.0,	12.0,	2.0
7,	V7,	40.0,	10.5,	2.5
8,	V8,	44.0,	10.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	36.0,	26.0,	2.0
11,	V11,	25.0,	23.0,	2.5
12,	V12,	40.0,	22.0,	2.0
13,	V13,	40.0,	23.0,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	6.0,	30.0,	3.0
16,	V16,	17.5,	30.0,	2.5
17,	V17,	20.0,	30.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	47.5,	47.0,	2.5
21,	V21,	35.0,	38.0,	3.0
22,	V22,	45.0,	41.0,	3.0
23,	V23,	47.5,	43.0,	2.5
24,	V24,	40.0,	37.0,	3.0
