Name Position Velocity in102
id,	name,	x,	y,	velo,
0,	V0,	25.0,	8.0,	2.5
1,	V1,	20.0,	1.0,	3.0
2,	V2,	22.0,	0.0,	2.0
3,	V3,	48.0,	4.0,	2.0
4,	V4,	42.0,	2.0,	2.0
5,	V5,	30.0,	10.0,	3.0
6,	V6,	36.0,	20.0,	2.0
7,	V7,	35.0,	10.5,	2.5
8,	V8,	30.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	30.0,	24.0,	2.0
11,	V11,	37.5,	25.5,	2.5
12,	V12,	46.0,	26.0,	2.0
13,	V13,	32.5,	17.5,	2.5
14,	V14,	46.0,	18.0,	2.0
15,	V15,	38.0,	29.0,	3.0
16,	V16,	30.0,	30.0,	2.5
17,	V17,	22.0,	32.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	32.5,	43.0,	2.5
21,	V21,	48.0,	39.0,	3.0
22,	V22,	33.0,	35.0,	3.0
23,	V23,	45.0,	42.5,	2.5
24,	V24,	43.0,	43.0,	3.0
