Name Position Velocity in69
id,	name,	x,	y,	velo,
0,	V0,	2.5,	2.5,	2.5
1,	V1,	46.0,	12.0,	3.0
2,	V2,	22.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	1.8369701987210297E-16,	13.0,	3.0
6,	V6,	18.0,	12.0,	2.0
7,	V7,	20.0,	12.5,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	44.0,	12.0,	2.0
10,	V10,	24.0,	22.0,	2.0
11,	V11,	42.5,	23.0,	2.5
12,	V12,	20.0,	22.0,	2.0
13,	V13,	42.5,	18.0,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	12.0,	27.0,	3.0
16,	V16,	37.5,	38.5,	2.5
17,	V17,	26.0,	30.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	46.0,	30.0,	3.0
20,	V20,	1.5308084989341916E-16,	42.5,	2.5
21,	V21,	13.0,	40.0,	3.0
22,	V22,	23.0,	43.0,	3.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	46.0,	37.0,	3.0
