Name Position Velocity in41
id,	name,	x,	y,	velo,
0,	V0,	40.0,	6.5,	2.5
1,	V1,	16.0,	0.0,	3.0
2,	V2,	32.0,	2.0,	2.0
3,	V3,	42.0,	6.0,	2.0
4,	V4,	44.0,	2.0,	2.0
5,	V5,	40.0,	14.0,	3.0
6,	V6,	46.0,	16.0,	2.0
7,	V7,	22.5,	10.0,	2.5
8,	V8,	42.0,	12.0,	2.0
9,	V9,	44.0,	12.0,	2.0
10,	V10,	24.0,	26.0,	2.0
11,	V11,	22.5,	23.0,	2.5
12,	V12,	34.0,	22.0,	2.0
13,	V13,	40.0,	23.0,	2.5
14,	V14,	40.0,	18.0,	2.0
15,	V15,	43.0,	34.0,	3.0
16,	V16,	20.0,	32.5,	2.5
17,	V17,	34.0,	32.0,	2.0
18,	V18,	45.0,	33.0,	3.0
19,	V19,	46.0,	33.0,	3.0
20,	V20,	40.0,	46.0,	2.5
21,	V21,	28.0,	43.0,	3.0
22,	V22,	29.0,	40.0,	3.0
23,	V23,	35.0,	37.5,	2.5
24,	V24,	46.0,	43.0,	3.0
