Name Position Velocity in130
id,	name,	x,	y,	velo,
0,	V0,	32.5,	6.5,	2.5
1,	V1,	40.0,	3.0,	3.0
2,	V2,	42.0,	6.0,	2.0
3,	V3,	40.0,	0.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	0.0,	10.0,	3.0
6,	V6,	46.0,	14.0,	2.0
7,	V7,	32.5,	7.5,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	30.0,	26.0,	2.0
11,	V11,	20.0,	25.5,	2.5
12,	V12,	34.0,	20.0,	2.0
13,	V13,	32.5,	20.0,	2.5
14,	V14,	46.0,	20.0,	2.0
15,	V15,	49.0,	46.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	44.0,	36.0,	2.0
18,	V18,	49.0,	25.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	40.0,	47.0,	2.5
21,	V21,	26.0,	38.0,	3.0
22,	V22,	36.0,	41.0,	3.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	46.0,	43.0,	3.0
