Name Position Velocity in61
id,	name,	x,	y,	velo,
0,	V0,	37.5,	5.5,	2.5
1,	V1,	30.0,	5.0,	3.0
2,	V2,	40.0,	4.0,	2.0
3,	V3,	38.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	35.0,	15.0,	3.0
6,	V6,	44.0,	10.0,	2.0
7,	V7,	32.5,	13.0,	2.5
8,	V8,	40.0,	14.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	10.0,	22.0,	2.0
11,	V11,	25.0,	22.5,	2.5
12,	V12,	38.0,	22.0,	2.0
13,	V13,	47.5,	20.0,	2.5
14,	V14,	46.0,	18.0,	2.0
15,	V15,	43.0,	34.0,	3.0
16,	V16,	20.0,	38.0,	2.5
17,	V17,	40.0,	34.0,	2.0
18,	V18,	36.0,	27.0,	3.0
19,	V19,	49.0,	33.0,	3.0
20,	V20,	32.5,	46.5,	2.5
21,	V21,	35.0,	41.0,	3.0
22,	V22,	39.0,	35.0,	3.0
23,	V23,	35.0,	42.5,	2.5
24,	V24,	40.0,	40.0,	3.0
