Name Position Velocity in109
id,	name,	x,	y,	velo,
0,	V0,	40.0,	8.5,	2.5
1,	V1,	33.0,	8.0,	3.0
2,	V2,	36.0,	0.0,	2.0
3,	V3,	42.0,	0.0,	2.0
4,	V4,	44.0,	2.0,	2.0
5,	V5,	46.0,	14.0,	3.0
6,	V6,	48.0,	24.0,	2.0
7,	V7,	20.0,	10.0,	2.5
8,	V8,	42.0,	12.0,	2.0
9,	V9,	42.0,	8.0,	2.0
10,	V10,	42.0,	28.0,	2.0
11,	V11,	12.5,	22.5,	2.5
12,	V12,	28.0,	22.0,	2.0
13,	V13,	47.5,	23.0,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	1.8369701987210297E-16,	33.0,	3.0
16,	V16,	45.0,	30.5,	2.5
17,	V17,	36.0,	32.0,	2.0
18,	V18,	46.0,	37.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	47.5,	48.5,	2.5
21,	V21,	20.0,	41.0,	3.0
22,	V22,	49.0,	33.0,	3.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	40.0,	40.0,	3.0
