Name Position Velocity in124
id,	name,	x,	y,	velo,
0,	V0,	20.0,	1.0,	2.5
1,	V1,	23.0,	1.0,	3.0
2,	V2,	32.0,	6.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	40.0,	2.0,	2.0
5,	V5,	32.0,	6.0,	3.0
6,	V6,	36.0,	10.0,	2.0
7,	V7,	20.0,	10.0,	2.5
8,	V8,	48.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	20.0,	24.0,	2.0
11,	V11,	47.5,	28.0,	2.5
12,	V12,	24.0,	20.0,	2.0
13,	V13,	40.0,	20.5,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	36.0,	42.0,	3.0
16,	V16,	37.5,	38.0,	2.5
17,	V17,	32.0,	36.0,	2.0
18,	V18,	36.0,	27.0,	3.0
19,	V19,	43.0,	33.0,	3.0
20,	V20,	30.0,	49.0,	2.5
21,	V21,	13.0,	40.0,	3.0
22,	V22,	23.0,	37.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	43.0,	37.0,	3.0
