Name Position Velocity in128
id,	name,	x,	y,	velo,
0,	V0,	30.0,	4.0,	2.5
1,	V1,	35.0,	1.0,	3.0
2,	V2,	40.0,	8.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	44.0,	6.0,	3.0
6,	V6,	42.0,	14.0,	2.0
7,	V7,	27.5,	7.5,	2.5
8,	V8,	36.0,	10.0,	2.0
9,	V9,	46.0,	8.0,	2.0
10,	V10,	26.0,	26.0,	2.0
11,	V11,	15.0,	22.5,	2.5
12,	V12,	30.0,	20.0,	2.0
13,	V13,	47.5,	18.0,	2.5
14,	V14,	42.0,	20.0,	2.0
15,	V15,	43.0,	46.0,	3.0
16,	V16,	45.0,	38.5,	2.5
17,	V17,	40.0,	36.0,	2.0
18,	V18,	43.0,	25.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	37.5,	46.5,	2.5
21,	V21,	20.0,	38.0,	3.0
22,	V22,	30.0,	41.0,	3.0
23,	V23,	37.5,	37.5,	2.5
24,	V24,	40.0,	43.0,	3.0
