Name Position Velocity in138
id,	name,	x,	y,	velo,
0,	V0,	2.5,	0.0,	2.5
1,	V1,	16.0,	0.0,	3.0
2,	V2,	26.0,	0.0,	2.0
3,	V3,	36.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	20.0,	9.0,	3.0
6,	V6,	20.0,	12.0,	2.0
7,	V7,	20.0,	10.0,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	46.0,	10.0,	2.0
10,	V10,	46.0,	26.0,	2.0
11,	V11,	37.5,	23.0,	2.5
12,	V12,	48.0,	24.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	16.0,	28.0,	3.0
16,	V16,	27.5,	35.5,	2.5
17,	V17,	30.0,	30.0,	2.0
18,	V18,	48.0,	33.0,	3.0
19,	V19,	40.0,	27.0,	3.0
20,	V20,	10.0,	43.0,	2.5
21,	V21,	10.0,	40.0,	3.0
22,	V22,	26.0,	37.0,	3.0
23,	V23,	37.5,	37.5,	2.5
24,	V24,	40.0,	37.0,	3.0
