Name Position Velocity in51
id,	name,	x,	y,	velo,
0,	V0,	12.5,	5.5,	2.5
1,	V1,	30.0,	2.0,	3.0
2,	V2,	20.0,	2.0,	2.0
3,	V3,	40.0,	4.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	10.0,	11.0,	3.0
6,	V6,	26.0,	10.0,	2.0
7,	V7,	42.5,	21.0,	2.5
8,	V8,	42.0,	10.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	42.0,	30.0,	2.0
11,	V11,	42.5,	34.0,	2.5
12,	V12,	20.0,	18.0,	2.0
13,	V13,	42.5,	25.5,	2.5
14,	V14,	48.0,	22.0,	2.0
15,	V15,	21.0,	30.0,	3.0
16,	V16,	40.0,	38.5,	2.5
17,	V17,	22.0,	30.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	49.0,	30.0,	3.0
20,	V20,	12.5,	40.5,	2.5
21,	V21,	10.0,	37.0,	3.0
22,	V22,	49.0,	36.0,	3.0
23,	V23,	35.0,	42.5,	2.5
24,	V24,	49.0,	40.0,	3.0
