Name Position Velocity in62
id,	name,	x,	y,	velo,
0,	V0,	40.0,	8.5,	2.5
1,	V1,	30.0,	8.0,	3.0
2,	V2,	40.0,	6.0,	2.0
3,	V3,	40.0,	2.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	38.0,	15.0,	3.0
6,	V6,	46.0,	10.0,	2.0
7,	V7,	35.0,	13.0,	2.5
8,	V8,	40.0,	16.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	12.0,	22.0,	2.0
11,	V11,	27.5,	22.5,	2.5
12,	V12,	40.0,	24.0,	2.0
13,	V13,	30.0,	20.0,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	46.0,	34.0,	3.0
16,	V16,	22.5,	38.0,	2.5
17,	V17,	42.0,	34.0,	2.0
18,	V18,	39.0,	27.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	35.0,	46.5,	2.5
21,	V21,	38.0,	41.0,	3.0
22,	V22,	40.0,	36.0,	3.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	40.0,	37.0,	3.0
