Name Position Velocity in23
id,	name,	x,	y,	velo,
0,	V0,	2.5,	0.0,	2.5
1,	V1,	22.0,	0.0,	3.0
2,	V2,	30.0,	2.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	1.8369701987210297E-16,	13.0,	3.0
6,	V6,	12.0,	12.0,	2.0
7,	V7,	42.5,	18.0,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	42.0,	8.0,	2.0
10,	V10,	44.0,	20.0,	2.0
11,	V11,	25.0,	20.5,	2.5
12,	V12,	32.0,	24.0,	2.0
13,	V13,	42.5,	22.5,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	9.0,	30.0,	3.0
16,	V16,	20.0,	28.0,	2.5
17,	V17,	34.0,	30.0,	2.0
18,	V18,	40.0,	31.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	0.0,	40.0,	2.5
21,	V21,	29.0,	44.0,	3.0
22,	V22,	40.0,	45.0,	3.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	49.0,	37.0,	3.0
