Name Position Velocity in38
id,	name,	x,	y,	velo,
0,	V0,	35.0,	6.0,	2.5
1,	V1,	20.0,	1.0,	3.0
2,	V2,	28.0,	2.0,	2.0
3,	V3,	38.0,	2.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	36.0,	16.0,	3.0
6,	V6,	40.0,	16.0,	2.0
7,	V7,	45.0,	18.0,	2.5
8,	V8,	38.0,	12.0,	2.0
9,	V9,	40.0,	10.0,	2.0
10,	V10,	20.0,	24.0,	2.0
11,	V11,	17.5,	17.5,	2.5
12,	V12,	30.0,	24.0,	2.0
13,	V13,	35.0,	22.5,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	39.0,	30.0,	3.0
16,	V16,	12.5,	32.5,	2.5
17,	V17,	30.0,	30.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	32.5,	46.0,	2.5
21,	V21,	19.0,	43.0,	3.0
22,	V22,	20.0,	40.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	40.0,	3.0
