Name Position Velocity in6
id,	name,	x,	y,	velo,
0,	V0,	15.0,	0.0,	2.5
1,	V1,	23.0,	4.0,	3.0
2,	V2,	32.0,	0.0,	2.0
3,	V3,	42.0,	0.0,	2.0
4,	V4,	42.0,	0.0,	2.0
5,	V5,	13.0,	14.0,	3.0
6,	V6,	22.0,	10.0,	2.0
7,	V7,	35.0,	10.0,	2.5
8,	V8,	42.0,	10.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	12.0,	20.0,	2.0
11,	V11,	25.0,	20.0,	2.5
12,	V12,	32.0,	20.0,	2.0
13,	V13,	45.0,	20.0,	2.5
14,	V14,	42.0,	20.0,	2.0
15,	V15,	18.0,	30.0,	3.0
16,	V16,	25.0,	30.0,	2.5
17,	V17,	32.0,	30.0,	2.0
18,	V18,	48.0,	30.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	15.0,	40.0,	2.5
21,	V21,	28.0,	40.0,	3.0
22,	V22,	38.0,	40.0,	3.0
23,	V23,	45.0,	40.0,	2.5
24,	V24,	43.0,	37.0,	3.0
