Name Position Velocity in59
id,	name,	x,	y,	velo,
0,	V0,	32.5,	5.5,	2.5
1,	V1,	26.0,	4.0,	3.0
2,	V2,	36.0,	2.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	48.0,	2.0,	2.0
5,	V5,	29.0,	15.0,	3.0
6,	V6,	40.0,	10.0,	2.0
7,	V7,	30.0,	10.5,	2.5
8,	V8,	36.0,	12.0,	2.0
9,	V9,	46.0,	8.0,	2.0
10,	V10,	6.0,	22.0,	2.0
11,	V11,	20.0,	22.5,	2.5
12,	V12,	34.0,	22.0,	2.0
13,	V13,	42.5,	20.0,	2.5
14,	V14,	42.0,	18.0,	2.0
15,	V15,	40.0,	31.0,	3.0
16,	V16,	17.5,	32.5,	2.5
17,	V17,	36.0,	34.0,	2.0
18,	V18,	30.0,	27.0,	3.0
19,	V19,	43.0,	33.0,	3.0
20,	V20,	30.0,	44.0,	2.5
21,	V21,	29.0,	41.0,	3.0
22,	V22,	33.0,	35.0,	3.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	46.0,	40.0,	3.0
